Name,Risk
"   A & N FOOD & DOLLAR PLUS, ",Risk 3 (Low)
 CHICAGO WINGZ AROUND THE WORLD111 LLC ,Risk 2 (Medium)
  BURGER KING #10797   ,Risk 2 (Medium)
   THE WINCHESTER  ,Risk 1 (High)
" RITZ-CARLTON RESIDENCES, CHICAGO   ",Risk 2 (Medium)
 2015 SEE THRU CHINESE KITCHEN ,Risk 1 (High)
  URBAN VEGAN   ,Risk 1 (High)
 AL RABY HIGH SCHOOL   ,Risk 1 (High)
 MILTON BRUNSON ELEMENTARY ,Risk 1 (High)
 URBAN VEGAN   ,Risk 1 (High)
 THE PASTA BOWL COMPANY  ,Risk 2 (Medium)
   STARBUCKS COFFEE #7948 ,Risk 2 (Medium)
 PARAMOUNT ROOM  ,Risk 1 (High)
   MCDONALDS   ,Risk 1 (High)
   TAMALES LO MEJOR DE GUERRERO ,Risk 1 (High)
  FIREPLACE INN  ,Risk 1 (High)
 LEGEE RICE AND NOODLES   ,Risk 1 (High)
   CHINA WOK ,Risk 1 (High)
   CAFE 63 ,Risk 1 (High)
 CITGO   ,Risk 3 (Low)
   STRINGS  ,Risk 1 (High)
 Billy Goat Tavern & Grill   ,Risk 1 (High)
   LITTLE CAESAR PIZZA #1648  ,Risk 2 (Medium)
  CAFE L'APPETITO  ,Risk 1 (High)
  CHICAGO CUPCAKE  ,Risk 3 (Low)
 CITGO ,Risk 3 (Low)
 HOT WOKS COOL SUSHI ,Risk 1 (High)
  HAROLD'S CHICKEN #24   ,Risk 2 (Medium)
  GIORDANO'S PIZZA  ,Risk 1 (High)
  CERMAK  CITGO   ,Risk 3 (Low)
 MANDARIN KITCHEN ,Risk 1 (High)
   CAFE RENEE  ,Risk 1 (High)
 JAZZY BEAN CAFE  ,Risk 1 (High)
 RIBS  R  US  ,Risk 1 (High)
 THE CHATTER BOX  ,Risk 1 (High)
   THOMAS COFFEE SHOP ,Risk 1 (High)
  BEGGAR'S PIZZA   ,Risk 2 (Medium)
 EXCHEQUER RESTAURANT  ,Risk 1 (High)
 CAFE ORCHID ,Risk 1 (High)
  SUSHI O SUSHI ,Risk 1 (High)
 STARR  KOSHER  CATERING ,Risk 1 (High)
  PETE'S GRILL ,Risk 1 (High)
 POCKETS ,Risk 1 (High)
   HQ BEERCADE II ,Risk 1 (High)
   SODEXO AMERICA LLC  ,Risk 1 (High)
  GOLD COAST   ,Risk 1 (High)
"  CHELIS COCINA ECONOMICA, INC. ",Risk 1 (High)
 IT TAKES A VILLAGE AT RIVER CITY   ,Risk 1 (High)
  WEN CAI CHINESE KITCHEN   ,Risk 1 (High)
  SAVE-A-LOT #851   ,Risk 2 (Medium)
  LA SCAROLA ,Risk 1 (High)
 FAMILY DEN  ,Risk 1 (High)
 KIKI D'S B B Q HOUSE ,Risk 1 (High)
  HUB 51  ,Risk 1 (High)
   WOW BAO  ,Risk 1 (High)
  Whistler ,Risk 1 (High)
 FREDDIES   ,Risk 1 (High)
 LOU MITCHELL'S ,Risk 1 (High)
  ST. RENE  ,Risk 1 (High)
 VIP CHINESE RESTAURANT  ,Risk 1 (High)
 URBAN OLIVE   ,Risk 1 (High)
 MCDONALDS ,Risk 2 (Medium)
 POPE JOHN PAUL CATHOLIC ,Risk 1 (High)
 83RD STREET GROCERY  ,Risk 3 (Low)
 SANA FOOD MART  ,Risk 3 (Low)
  EL TACONAZO RESTAURANT ,Risk 1 (High)
 KAMEYA  ,Risk 1 (High)
   RJ GRUNTS ,Risk 1 (High)
  ARTISAN BREAD SHOPPE CO.  ,Risk 2 (Medium)
  MR QUILES ICE CREAM TRUCK #3   ,Risk 2 (Medium)
   LA MIXTECA POBLANA  ,Risk 1 (High)
   AZUL  ,Risk 1 (High)
 NEW YORK DELICATESSEN   ,Risk 1 (High)
 Chartwells Thompson HOSPITALITY ,Risk 1 (High)
  BURGER KING #11967  ,Risk 2 (Medium)
  NEWYORK DELI   ,Risk 1 (High)
   ARTISAN BREAD SHOPPE CO.  ,Risk 2 (Medium)
   SHELL  ,Risk 3 (Low)
 BURGER KING #11967 ,Risk 2 (Medium)
   OUR LADY OF TEPEYAC HIGH SCHOOL   ,Risk 3 (Low)
  CAFETERIA YESENIA ,Risk 1 (High)
 CHICAGO ATHLETIC ASSOCIATION  ,Risk 1 (High)
 Crowne Plaza Chicago Metro ,Risk 1 (High)
  White  ,Risk 1 (High)
   MOGADISHU RESTAURANT INC.   ,Risk 1 (High)
 KMART #3594 ,Risk 2 (Medium)
  TARASCAS INTERNATIONAL  ,Risk 1 (High)
  ST ELIZABETH ELEMENTARY SCHOOL   ,Risk 1 (High)
  FAMILY DEN   ,Risk 1 (High)
 READ IT AND EAT IT  ,Risk 3 (Low)
   FAMILY DEN   ,Risk 1 (High)
   THE KITCHEN CHICAGO   ,Risk 1 (High)
 SUBWAY  ,Risk 1 (High)
   LA COCINITA FOOD TRUCK CHICAGO   ,Risk 1 (High)
 LE PARIS BAKERY ,Risk 1 (High)
  ST.NICHOLAS OF TOLENTINE ,Risk 1 (High)
 BAR COCINA ,Risk 1 (High)
  BAR COCINA   ,Risk 1 (High)
  NANDU RESTAURANT LTD  ,Risk 1 (High)
  VOLARE   ,Risk 1 (High)
  LALIBELA RESTAURANT   ,Risk 1 (High)
  THE RADLER ,Risk 1 (High)
  JIMMY JOHNS  ,Risk 1 (High)
  RESTAURANT & POZOLERIA SAN JUAN ,Risk 1 (High)
   THE TALBOTT HOTEL   ,Risk 3 (Low)
 THE TALBOTT HOTEL  ,Risk 1 (High)
 STARBUCKS COFFEE #2255   ,Risk 2 (Medium)
   Coleman's Barbeque 2 LLC   ,Risk 1 (High)
 DOLCE ITALIAN   ,Risk 1 (High)
  CILANTRO  THAI  KITCHEN  ,Risk 1 (High)
 LEARN & GROW CHILDCARE   ,Risk 1 (High)
  MIRAI SUSHI ,Risk 1 (High)
  BG'S LOUNGE INC   ,Risk 3 (Low)
   SHARKY'S  ,Risk 2 (Medium)
 AMELIA'S AUTHENTIC MEXICAN CUISINE ,Risk 1 (High)
   KAWA II JAPANESE RESTAURANT ,Risk 1 (High)
 CHICAGO STYLE FISH & CHICKEN INC.   ,Risk 2 (Medium)
 5411 EMPANADAS   ,Risk 2 (Medium)
  L & L CONVENIENCE STORE ,Risk 2 (Medium)
  SOPRAFFINA MARKETCAFFE   ,Risk 1 (High)
 MERCADO VIVEROS ,Risk 3 (Low)
 TAI NAM CORPORATION   ,Risk 2 (Medium)
 O'LEARY'S PUBLIC HOUSE ,Risk 1 (High)
 SUBWAY ,Risk 1 (High)
  COCULA RESTAURANT  ,Risk 1 (High)
 EXPRESS  ,Risk 3 (Low)
 THE CHERRY CIRCLE ROOM  ,Risk 1 (High)
   DELUXE DINER  ,Risk 1 (High)
   BURGER KING #244 ,Risk 2 (Medium)
  PATIO RESTAURANT   ,Risk 1 (High)
 SAWA SUSHI   ,Risk 1 (High)
  DOLLAR DAZE ,Risk 3 (Low)
   Whole Foods Market   ,Risk 1 (High)
   THE CHERRY CIRCLE ROOM ,Risk 1 (High)
 FOREVER YOGURT   ,Risk 2 (Medium)
 Hay Community Academy  ,Risk 1 (High)
 FOREVER YOGURT 001  ,Risk 2 (Medium)
 Prosser Voc. (H/S) ,Risk 1 (High)
 LITTLE MARKET BRASSIERE  ,Risk 1 (High)
   THE CHERRY CIRCLE ROOM ,Risk 1 (High)
"  DALIA'S BUSY BEE ACADEMY,INC   ",Risk 1 (High)
   MUNICIPAL BAR & DINING COMPANY ,Risk 1 (High)
   MOBIL ,Risk 3 (Low)
   LA VILLA ,Risk 1 (High)
 CHICAGO ATHLETIC ASSOCIATION   ,Risk 3 (Low)
 OROZCO ELEMENTARY ACADEMY  ,Risk 1 (High)
 S'  PAISANS PIZZA & GRILL   ,Risk 1 (High)
  WABASH FOOD & LIQUOR INC ,Risk 3 (Low)
 LAS TABLAS ON LINCOLN   ,Risk 1 (High)
   PAOLU'S TREATS  ,Risk 2 (Medium)
 Salpicon   ,Risk 1 (High)
  MCDONALD'S   ,Risk 2 (Medium)
 THE GERAGHTY ,Risk 1 (High)
 EDGEWATER PRODUCE   ,Risk 1 (High)
 STOP EVERYDAY ,Risk 3 (Low)
   RINGO ,Risk 1 (High)
  EL CHILE RESTAURANT & PANCAKE HOUSE ,Risk 1 (High)
 VIP CHINESE RESTAURANT ,Risk 1 (High)
  THE GERAGHTY   ,Risk 1 (High)
   AMOCO OIL COMPANY ,Risk 3 (Low)
   MAXINES 1 LLC   ,Risk 1 (High)
  Vanderpoel Magnet  ,Risk 1 (High)
  SANTIS ICE CREAM  ,Risk 2 (Medium)
  MERLO ON MAPLE ,Risk 1 (High)
 DS Cantina   ,Risk 1 (High)
" NEW FIVE STAR FOOD, INC. ",Risk 3 (Low)
   CHICAGO ATHLETIC ASSOCIATION  ,Risk 1 (High)
   Mt Carmel High School   ,Risk 1 (High)
   DOLCE ITALIAN   ,Risk 1 (High)
 TAQUERIA JAMAY ,Risk 1 (High)
  CHICAGO ATHLETIC ASSOCIATION   ,Risk 1 (High)
  CHICAGO ATHLETIC ASSOCIATION ,Risk 1 (High)
  Montefiore  ,Risk 3 (Low)
" TAKITO GRILL, INC.   ",Risk 1 (High)
  EACH1 TEACH1 LEARNING ACADEMY INC.NFP   ,Risk 1 (High)
  YOUTH CONNECTION   ,Risk 2 (Medium)
   STARBUCKS COFFEE #2397   ,Risk 2 (Medium)
 CHICAGO ATHLETIC ASSOCIATION   ,Risk 1 (High)
 THE GODDESS GOLD COAST   ,Risk 1 (High)
   READ IT AND EAT IT ,Risk 2 (Medium)
 DUNKIN DONUTS ,Risk 2 (Medium)
   BAR COCINA  ,Risk 1 (High)
  TREAT SHOP  ,Risk 3 (Low)
  COSI  ,Risk 3 (Low)
  GIORDANO'S RESTAURANT & PIZZERIA   ,Risk 3 (Low)
   KK LOBBY SHOP ,Risk 3 (Low)
  BAR COCINA  ,Risk 1 (High)
" THE FAT SHALLOT, LLC ",Risk 2 (Medium)
 JERSEY MIKE'S SUBS   ,Risk 1 (High)
 LANE TECH HIGH SCHOOL  ,Risk 1 (High)
   Edwards (MAIN) ,Risk 1 (High)
   TAQUERIA SANTA RITA  ,Risk 1 (High)
 JERSEY MIKE'S ,Risk 1 (High)
   HAPPY SNACKS   ,Risk 3 (Low)
  RED CASTLE   ,Risk 2 (Medium)
  Ashe ,Risk 1 (High)
   PALETERIA Y NEVERIA LA MEXICANA ALWAYS 2X1 MENU LT  ,Risk 2 (Medium)
 HAKKA BAKKA  ,Risk 1 (High)
   BOMBAY SPICE GRILL   ,Risk 1 (High)
  BISMILLAH RESTAURANT   ,Risk 1 (High)
 CHINA SPRING  ,Risk 1 (High)
   LA FAMA BAKERY   ,Risk 2 (Medium)
   ST. CONSTANCE ELEMENTARY SCHOOL ,Risk 1 (High)
  YUZU SUSHI AND ROBATA GRILL  ,Risk 1 (High)
  BIEN VENIDO A LA VIDA  ,Risk 2 (Medium)
 JIMMY JOHNS ,Risk 1 (High)
 LIIDO GRILL   ,Risk 1 (High)
 CHICAGO DINER LOGAN SQUARE  ,Risk 1 (High)
   PACIFIC LANGHAM CHICAGO CORPORATION ,Risk 1 (High)
 AHM WIRELESS  ,Risk 3 (Low)
 TRAVELLE  ,Risk 1 (High)
 TAQUERIA EL PALMAR  ,Risk 1 (High)
  MEE MAH ,Risk 1 (High)
 HABANERO BAJA GRILL ,Risk 1 (High)
   Mariscos El Camaron Pelao Restaurant ,Risk 1 (High)
 JERK ,Risk 1 (High)
 JERK ,Risk 1 (High)
  Chopin  ,Risk 1 (High)
 CHEZ JOEL   ,Risk 1 (High)
 JIN JIN CHINA BUFFET ,Risk 1 (High)
 RAUL'S BAR & GRILL   ,Risk 1 (High)
  PEPE TACO ,Risk 1 (High)
  THE BITING IRISH  ,Risk 2 (Medium)
 CANTINA  LAREDO#132 ,Risk 1 (High)
   Rockit Bar & Grill ,Risk 1 (High)
  ST  SYLVESTER SCHOOL   ,Risk 2 (Medium)
 BIRRIERIA REYES DE OCOTLAN  ,Risk 1 (High)
 ASIAN OUTPOST ,Risk 1 (High)
  JACKYS HOT DOGS   ,Risk 1 (High)
   CHICKCAGO GRILLE  ,Risk 1 (High)
 JERSEY MIKE'S SUBS   ,Risk 1 (High)
  OAK MILL BAKERY  ,Risk 2 (Medium)
 DIB SUSHI BAR AND THAI CUISINE   ,Risk 1 (High)
  VISTA HERMOSA RESTAURANT ,Risk 1 (High)
   CRAZY BIRD  ,Risk 2 (Medium)
"   SOUTH LOOP CAFE, INC   ",Risk 2 (Medium)
  WENDY'S #000899   ,Risk 1 (High)
  ST. MARY OF THE LAKE  ,Risk 2 (Medium)
 WALGREENS #15921   ,Risk 3 (Low)
  DE COLORES ICE CREAM INC.  ,Risk 1 (High)
   ARUN'S THAI RESTAURANT   ,Risk 1 (High)
  MIDORI JAPANESE RESTAURANT   ,Risk 1 (High)
  ROSELAND COMMUNITY GOOD NEWS DAY CARE CORP.  ,Risk 1 (High)
   HENRY O. TANNER ELEMENTARY ,Risk 1 (High)
  SUBWAY   ,Risk 1 (High)
  SANDWICH ME IN ,Risk 1 (High)
  ARAMARK AT BOEING   ,Risk 1 (High)
   Piccolo Specialty School   ,Risk 1 (High)
   BOM BOLLA ,Risk 1 (High)
 BOM BOLLA  ,Risk 1 (High)
  URBAN PREP CHARTER WEST CAMPUS ,Risk 2 (Medium)
  FIRST START  CHILDCARE ACADEMY  ,Risk 1 (High)
 PANERA BREAD # 8003 ,Risk 1 (High)
  Oriole Park   ,Risk 1 (High)
" DEVIL DOGS ON STATE STREET, LLC ",Risk 1 (High)
"   TAQUERIA EL POTOSI,INC.  ",Risk 1 (High)
   ST GENEVIEVE SCHOOL  ,Risk 1 (High)
 AU BON PAIN ,Risk 1 (High)
   JEWEL FOOD STORE #3368 ,Risk 1 (High)
   EUREST DINING  ,Risk 1 (High)
"  Colemon, Johnnie ",Risk 1 (High)
  PLATO LEARNING ACADEMY # 2   ,Risk 1 (High)
   PHO 777 RESTAURANT  ,Risk 1 (High)
 THORP ELEM/LEARN CHARTER ,Risk 1 (High)
   D-4 RESTAURANT ,Risk 1 (High)
 INTERCONTINENTAL CHICAGO   ,Risk 1 (High)
   MAGGIANO'S BANQUETS ON GRAND  ,Risk 1 (High)
  MAGGIANO'S LITTLE ITALY  ,Risk 1 (High)
   CHICAGO TECH ACADEMY (CHARTER)   ,Risk 1 (High)
 RANALLI'S   ,Risk 1 (High)
 LA BARCA   ,Risk 1 (High)
 CHILDREN'S CENTER OUTREACH  ,Risk 1 (High)
   Nixon  Annex   ,Risk 1 (High)
   Burnham Plaza Mart ,Risk 3 (Low)
   McDade Classical  ,Risk 1 (High)
 Dirksen Elementary School  ,Risk 1 (High)
"   TC FOOD MARKET, INC. ",Risk 2 (Medium)
  PEET'S COFFEE & TEA ,Risk 2 (Medium)
 WOLFGANG PUCK CATERING & EVENTS AT SPERTUS INSTITU ,Risk 1 (High)
  NEW CHINATOWN BAKERY & COFFEE SHOP   ,Risk 1 (High)
 Billy Goat Tavern & Grill ,Risk 1 (High)
  NEW YORK DELICATESSEN ,Risk 1 (High)
  DUNKIN DONUTS   ,Risk 2 (Medium)
   SUBWAY SANDWICHES  ,Risk 1 (High)
  EDWARDS KINDERGARTEN  ,Risk 1 (High)
 GREAT LAKES ACADEMY  ,Risk 2 (Medium)
 Christopher School   ,Risk 1 (High)
 HILLTOP ,Risk 1 (High)
 CARIBOU COFFEE COMPANY   ,Risk 2 (Medium)
   THE EDGEWATER ,Risk 1 (High)
  FISH  N GO  ,Risk 1 (High)
 SUBWAY 275  ,Risk 1 (High)
   SUBWAY #7706   ,Risk 1 (High)
   BIEN VENIDO A LA VIDA   ,Risk 2 (Medium)
  DOLLAR TREE STORES # 798   ,Risk 3 (Low)
  JOSEPH BRENNEMANN ELEMENTARY SCHOOL   ,Risk 1 (High)
 RESTAURANT EL RANCHITO   ,Risk 1 (High)
  UMI  ,Risk 1 (High)
  West Park Academy   ,Risk 1 (High)
   ESPERANZA SCHOOL   ,Risk 1 (High)
  Inter-American ,Risk 1 (High)
   CHICAGO INTERNATIONAL CHARTER SCHOOL BUCKTOWN ,Risk 1 (High)
   LA SCAROLA ,Risk 1 (High)
  BIRRIERIA LA BARCA  ,Risk 1 (High)
   THE ARTS CLUB OF CHICAGO ,Risk 1 (High)
 ARGO TEA  ,Risk 1 (High)
  SPACCANAPOLI  ,Risk 1 (High)
 JS MARTINEZ CORPORATION   ,Risk 1 (High)
 AMAYES'N BAR-B-Q   ,Risk 1 (High)
  BRUNA'S CAFE  ,Risk 1 (High)
   ERNST PRUSSING ELEMENTARY SCHOOL   ,Risk 1 (High)
"  MARISCOS LA COSTA DE JALISCO, INC.   ",Risk 1 (High)
 CHURCH'S CHICKEN # 992   ,Risk 2 (Medium)
" SODEXO AMERICA, LLC.   ",Risk 1 (High)
 VINCE'S PIZZA   ,Risk 1 (High)
 Young Elementary ,Risk 1 (High)
   DELICIA CRUCITA CORP. ,Risk 1 (High)
 GOLD COAST DOGS   ,Risk 1 (High)
 PHO'S THAI CUISINE   ,Risk 1 (High)
  DHARMA GARDEN RESTAURANT   ,Risk 1 (High)
 Halsted's Bar & Grill ,Risk 1 (High)
   JAMAICAN TROPICAL CUISINE ,Risk 1 (High)
   STARBUCKS COFFEE #2247  ,Risk 2 (Medium)
  Tortuga's Cantina   ,Risk 1 (High)
   EDWARDS KINDERGARTEN   ,Risk 1 (High)
  Sabin Magnet  ,Risk 1 (High)
  FAMILY DOLLAR #6514 ,Risk 3 (Low)
  NEW CHINA DRAGON  ,Risk 1 (High)
  BIRRIERIA OCOTLAN INC ,Risk 1 (High)
   IVY HOTEL   ,Risk 1 (High)
   FIRST START CHILDCARE ACADEMY   ,Risk 1 (High)
   PATINO'S GRILL  ,Risk 1 (High)
  EL PICOSITO JIBARO INC.  ,Risk 1 (High)
 PICKARD ELEMENTARY   ,Risk 1 (High)
   UNITED CLUB  ,Risk 1 (High)
   TAQUERIA ATOTONILCO #1 ,Risk 1 (High)
   PARK TOWER MARKET  ,Risk 1 (High)
   DS Cantina   ,Risk 1 (High)
  HQ BEERCADE II  ,Risk 1 (High)
" LITERACY ZONE, INC. ",Risk 1 (High)
  HILDA'S KITCHEN INC. ,Risk 1 (High)
   POMERA BAKERY   ,Risk 1 (High)
 HYDEDRABAD HOUSE ,Risk 1 (High)
  FERRO'S  ,Risk 1 (High)
   Ashe  ,Risk 1 (High)
  STERLING BAY COMPANIES ,Risk 1 (High)
 JEWELL AT 777 ,Risk 1 (High)
   COCO'S FAMOUS FRIED LOBSTER ,Risk 1 (High)
   MARIA SAUCEDO ELEMENTARY ,Risk 1 (High)
  Lovett   ,Risk 1 (High)
  TAQUERIA EL RANCHITO  ,Risk 1 (High)
   RUIZ ELEMENTARY SCHOOL  ,Risk 1 (High)
   O'BRIENS RESTAURANT & BAR ,Risk 1 (High)
 WASHINGTON HIGH SCHOOL   ,Risk 1 (High)
   Canteen @ Daley College  ,Risk 1 (High)
 CRUMB/COOP SAUCE   ,Risk 1 (High)
   GRANADO'S SUPERMERCADO   ,Risk 1 (High)
  Evers   ,Risk 1 (High)
 MELVILLE FULLER ELEMENTARY   ,Risk 1 (High)
   LA COCINA RESTAURANT & BAR ,Risk 1 (High)
 BURRITO BEACH   ,Risk 1 (High)
  BEGYLE BREWING ,Risk 3 (Low)
 COOK AU VIN   ,Risk 1 (High)
 Lutheran Church Missouri Synod   ,Risk 1 (High)
   NOOKIES TREE LTD  ,Risk 1 (High)
   NOHEA CAFE  ,Risk 1 (High)
 DOS DIABLOS  ,Risk 1 (High)
   LINDO MICHOACAN ,Risk 1 (High)
   SUBWAY ,Risk 1 (High)
   GEORGE WASHINGTON ELEMENTARY ,Risk 1 (High)
   SUBWAY ,Risk 1 (High)
  HAROLDS CHICKEN #55   ,Risk 2 (Medium)
 BOGAN HIGH SCHOOL   ,Risk 1 (High)
  CHIPOTLE MEXICAN GRILL ,Risk 1 (High)
   KILMER  ELEMENTARY ,Risk 1 (High)
   AMSTAR ,Risk 2 (Medium)
"  PIEROGI HEAVEN, INC ",Risk 1 (High)
  STARFRUIT CAFE ,Risk 2 (Medium)
 HAUTE SAUSAGE ,Risk 1 (High)
 SEE THRU CHINESE RESTAURANT ,Risk 1 (High)
   CAFE ORCHID ,Risk 1 (High)
  FFT@Tribune LLC   ,Risk 1 (High)
 CHICAGO WALDORF SCHOOL ,Risk 3 (Low)
   STEAK HOAGY SWEET & MORE INC  ,Risk 2 (Medium)
   HOT DOG EXPRESS   ,Risk 1 (High)
   ST. ANDREW SCHOOL  ,Risk 2 (Medium)
 MORSE GYROS   ,Risk 1 (High)
 JEWEL EVENTS CATERING   ,Risk 2 (Medium)
   SUBWAY ,Risk 1 (High)
  CHAI ASIAN BISTRO   ,Risk 1 (High)
   BQ AFROROOT CUISINE ,Risk 1 (High)
 City Grocery  ,Risk 1 (High)
  HUBBARD INN  ,Risk 1 (High)
  THE PASTA BOWL COMPANY  ,Risk 2 (Medium)
  BISTRO DRE LLC ,Risk 1 (High)
   SUPERMERCADO MOROLEON ,Risk 3 (Low)
 THREE HAPPINESS RESTAURANT   ,Risk 1 (High)
 SUBWAY ,Risk 1 (High)
   V & V MINI MART ,Risk 2 (Medium)
 WATTS MART  ,Risk 2 (Medium)
   Wendy's Old Fashioned Hamburgers of New York Inc.   ,Risk 1 (High)
  ANTIQUE TACO   ,Risk 1 (High)
 MCDONALD'S  ,Risk 2 (Medium)
 BONGIORNO'S ITALIAN DELI & PIZZERIA ,Risk 1 (High)
 Billy Goat Tavern & Grill   ,Risk 1 (High)
  PAZZO'S ,Risk 1 (High)
  ANTIQUE TACO  ,Risk 1 (High)
"   GREAT CHINA HOUSE, INC.  ",Risk 1 (High)
  BAD DOG TAVERN AND GRILL  ,Risk 1 (High)
 DE ARCOS PIZZA & RESTAURANT   ,Risk 1 (High)
" PITA KABAB, INC.   ",Risk 1 (High)
   ANTIQUE TACO ,Risk 1 (High)
"  TAQUERIA EL POTOSI,INC.   ",Risk 1 (High)
   De La Salle Institute   ,Risk 1 (High)
 HAROLD'S CHICKEN #24  ,Risk 2 (Medium)
  MARISCO EL VENENO #2 CORP.   ,Risk 1 (High)
 MERCER 113   ,Risk 1 (High)
 CELESTE  ,Risk 1 (High)
  CAFETERIA YESENIA   ,Risk 1 (High)
  CHIPOTLE ,Risk 1 (High)
   THE CHICAGO DINER INC   ,Risk 1 (High)
 POTBELLY SANDWICH WORKS   ,Risk 1 (High)
   IT TAKES A VILLAGE AT RIVER CITY  ,Risk 1 (High)
   WALGREENS #15921 ,Risk 3 (Low)
   AFC SUSHI @ WALGREENS #15921 ,Risk 1 (High)
 HAMBURGER MARY'S CHICAGO/MARY'S REC ROOM   ,Risk 1 (High)
  LAWRENCE HALL YOUTH SERVICE   ,Risk 1 (High)
 GILT BAR/DOUGHNUT  VAULT   ,Risk 1 (High)
   ST. BEDE THE VENERABLE   ,Risk 1 (High)
   BETTY SHABAZZ INTERNATIONAL CHARTER SCHOOL  ,Risk 1 (High)
  FIREPLACE INN ,Risk 1 (High)
  John Garvy Elementary School   ,Risk 1 (High)
 LA BAGUETTE BAKERY  ,Risk 1 (High)
   TREASURE ISLAND FOODS  ,Risk 1 (High)
   LUBAVITCH GIRLS HIGH SCHOOL ,Risk 1 (High)
" KOPI, A TRAVELER'S CAFE  ",Risk 1 (High)
   CICS WRIGHTWOOD CAMPUS  ,Risk 1 (High)
   ASPIRA HAUGAN ,Risk 1 (High)
 FUNGS INTERNATIONAL CUISINE ,Risk 1 (High)
 FANNIE MAY CONFECTIONS #152  ,Risk 2 (Medium)
  CORNERSTONE CAFE ,Risk 1 (High)
"   POTBELLY SANDWICH WORKS, LLC ",Risk 1 (High)
 CHEESIE'S PUB & GRUB   ,Risk 1 (High)
 INTERNATIONAL FOODS NW INC   ,Risk 2 (Medium)
 PIZZA METRO II ,Risk 1 (High)
  EL JARDIN MEXICAN & AMERICAN FOOD ,Risk 1 (High)
   PAPANINO'S PIZZA ,Risk 1 (High)
   ESTRELLA NEGRA   ,Risk 1 (High)
 PIZZA HUT ,Risk 2 (Medium)
 PROTEIN BAR   ,Risk 1 (High)
  DUNKIN DONUTS  ,Risk 2 (Medium)
   PIZZA HUT 317247  ,Risk 2 (Medium)
  PANANG NOODLE & RICE  ,Risk 1 (High)
   Jimmy Johns   ,Risk 1 (High)
  LAS TABLAS   ,Risk 1 (High)
 PIZZA HUT   ,Risk 2 (Medium)
"  ADAMS FOOD MARKET 22, INC. ",Risk 2 (Medium)
"  ROSELAND QUICK MART, INC.   ",Risk 2 (Medium)
 BOM BOLLA   ,Risk 1 (High)
   ZIGZAG CAFE ,Risk 1 (High)
 DAPPER'S EAST RESTAURANT   ,Risk 1 (High)
 SMART NUTRITION ,Risk 2 (Medium)
   Jorge Prieto  ,Risk 1 (High)
 Johnnie Blue ,Risk 1 (High)
   BOM BOLLA   ,Risk 1 (High)
   PETE'S MEAT MARKET INC.  ,Risk 2 (Medium)
  MORRISON MANAGEMENT SPECIALISTS  ,Risk 1 (High)
 KING DR FOOD MART   ,Risk 3 (Low)
 RAFA'S CHICKEN  ,Risk 1 (High)
 KINCADE'S  ,Risk 1 (High)
 MANDARIN KITCHEN  ,Risk 1 (High)
  REGGIE PIZZA   ,Risk 1 (High)
  OUR LADY OF GRACE SCHOOL ,Risk 1 (High)
   CAFE L'APPETITO   ,Risk 1 (High)
   WEN CAI CHINESE KITCHEN ,Risk 1 (High)
  AFC SUSHI @ WOMEN'S PRENTICE HOSPITAL   ,Risk 1 (High)
   PETE'S QUALITY MEATS   ,Risk 2 (Medium)
" JOE'S BARBQUE, INC  ",Risk 1 (High)
  GOOD STUFF EATERY   ,Risk 1 (High)
  NEW WAVES INC   ,Risk 1 (High)
" BENCHMARK HOSPITALITY OF CHICAGO, INC. ",Risk 1 (High)
  PIZZA HUT 317252  ,Risk 2 (Medium)
 ST. THOMAS THE APOSTLE   ,Risk 1 (High)
 EL TACONAZO RESTAURANT ,Risk 1 (High)
  O'LEARY'S PUBLIC HOUSE   ,Risk 1 (High)
  ATHENA RESTAURANT   ,Risk 1 (High)
 SUBWAY  ,Risk 1 (High)
   DE MUCHO GUSTO TAQUERIA ,Risk 1 (High)
   LITTLE GOAT DINER  ,Risk 1 (High)
"  Owens, J  ",Risk 1 (High)
 LITTLE GOAT DINER   ,Risk 1 (High)
   CHICAGO JESUIT ACADEMY ,Risk 2 (Medium)
   UNCLE JOE'S JERK CHICKEN ,Risk 1 (High)
   RICCARDO ENOTECA ,Risk 1 (High)
 TOKYO LUNCH BOXES & CATERING  ,Risk 1 (High)
 MR QUILES ICE CREAM TRUCK #3   ,Risk 2 (Medium)
  KING SELECTIVE ENROL.H/S  ,Risk 1 (High)
   TAMALLI SPACE CHARROS LLC  ,Risk 3 (Low)
 JERK   ,Risk 1 (High)
 HALES FRANCISCAN HIGH SCHOOL  ,Risk 1 (High)
  CHRIST THE KING JESUIT COLLEGE PREPARATORY SCHOOL  ,Risk 1 (High)
 CHICAGO CUT STEAKHOUSE ,Risk 1 (High)
 JERK  ,Risk 1 (High)
  NANDO'S PERI PERI  ,Risk 1 (High)
 RICCARDO TRATTORIA TOSCANA  ,Risk 1 (High)
 7 ELEVEN #27421J   ,Risk 2 (Medium)
   JESSIE OWENS COMMUNITY ACADEMY NORTH CAMPUS  ,Risk 1 (High)
  CHICKEN PLANET  ,Risk 1 (High)
  COCOA & CO ,Risk 2 (Medium)
 JACK'S FISH  CHICKEN & MORE  ,Risk 1 (High)
   SOUTH LOOP MARKET  ,Risk 1 (High)
  REMINGTON'S  ,Risk 1 (High)
 CHRISTIAN L-E-G EARLY LEARNING CENTER   ,Risk 1 (High)
